User Query,Attribute Path,Path Length
Has anyone else suffered from body dysmorphia and gotten over it?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Gender', 'Marital Status', 'Education Level', 'Health Status', 'Economic Status', 'Past Self-Harm History']",10
How can I cope with my social anxiety related to my cleft lip and palate?,"['Emotional State', 'Mental Health Status']",2
How can I deal with a coworker who tries to embarrass me in front of others?,['Profession'],1
How can I find another job soon given my recent experience at the retail store?,['Profession'],1
Is it possible to just suddenly develop bad social anxiety?,['Emotional State'],1
How can I prepare for my PhD oral candidacy exam after previously failing?,['Education Level'],1
How do I discuss a raise when my social anxiety is preventing me from bringing the subject up?,['Emotional State'],1
How can I improve my ability to form lasting friendships and relationships?,"['Emotional State', 'Mental Health Status', 'Age']",3
Should I go to my college graduation ceremony where I walk on stage?,['Emotional State'],1
How did I get better from my social anxiety?,"['Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History']",4
How can I overcome my anxiety and guilt about not sharing personal information to fit in?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Education Level', 'Past Self-Harm History']",6
How can I continue to improve my social anxiety and build confidence in social situations?,['Emotional State'],1
Can you tell me which of my behaviors are fine and which I should change to be more normal and likable?,"['Emotional State', 'Profession', 'Marital Status', 'Age', 'Mental Health Status', 'Economic Status', 'Education Level', 'Health Status', 'Past Self-Harm History']",9
What are some entry-level job options for someone with severe social anxiety that allow working alone or with a small team?,"['Profession', 'Emotional State']",2
What advice can Filipino introverts who went to private school give to calm my anxiety about switching from public to private school?,['Education Level'],1
Any suggestions and or advice for getting through this night?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Economic Status']",6
How can I start talking about myself without being scared that people will be mad at me for not sharing before?,"['Emotional State', 'Age', 'Marital Status', 'Profession']",4
Should I leave school?,"['Education Level', 'Profession', 'Age', 'Economic Status', 'Emotional State', 'Mental Health Status', 'Health Status', 'Marital Status', 'Past Self-Harm History']",9
How have you managed to get a girlfriend or even the dates itself? What are your advices you can give on dating?,"['Marital Status', 'Age', 'Profession', 'Education Level', 'Emotional State', 'Economic Status', 'Mental Health Status', 'Gender', 'Past Self-Harm History']",9
Does anyone else struggle to enjoy or keep a job with social anxiety?,"['Profession', 'Mental Health Status']",2
What should I do about my feelings for a girl who might only see me as a friend?,['Emotional State'],1
What was your haunting embarrassing moment that your mind won’t let you forget?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Profession', 'Health Status', 'Gender', 'Marital Status', 'Education Level']",9
How can I deal with the emotional stress of starting a new job that triggers my social anxiety?,['Emotional State'],1
"If I don't go to prom, what should I do?","['Age', 'Emotional State', 'Profession', 'Mental Health Status', 'Education Level', 'Economic Status', 'Marital Status', 'Health Status', 'Past Self-Harm History']",9
How can I cope with my current situation?,"['Emotional State', 'Health Status', 'Mental Health Status', 'Profession', 'Age', 'Marital Status', 'Economic Status', 'Education Level']",8
"How do I overcome my paranoia that my friends don't actually like me and become genuinely happy for them, regardless of whether I'm included or not?","['Emotional State', 'Mental Health Status']",2
How can I change careers without taking out large loans?,['Profession'],1
How can honesty improve my interactions on dates?,['Emotional State'],1
How can I effectively manage my social anxiety and PSSD while considering CBT and the CD Nuts protocol?,"['Emotional State', 'Mental Health Status']",2
How can I manage my anxiety at work so I can hold a job and not feel the need to leave?,['Profession'],1
How do I make new friends when I have SAD and lack social skills?,"['Emotional State', 'Age', 'Profession', 'Marital Status', 'Education Level', 'Mental Health Status']",6
How can I manage my anxiety related to my name and social interactions?,['Emotional State'],1
Is there a way to improve connections with people?,"['Emotional State', 'Profession']",2
Any advice on how to overcome my fear of going back to Brazilian Jiu-Jitsu class?,"['Age', 'Emotional State', 'Mental Health Status', 'Profession']",4
How can I deal with my social phobia and improve my life?,['Emotional State'],1
How can I motivate myself to consistently attend university and start therapy again despite feeling exhausted and overwhelmed?,"['Emotional State', 'Health Status', 'Mental Health Status']",3
How can I cope with anxiety while working as a waitress?,['Emotional State'],1
How do other people come to the realisation that they have social anxiety? And do I even have social anxiety or am I just a weird anxious person?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level']",5
How can I deal with feeling drained and unappreciated by my friends?,['Mental Health Status'],1
How can I overcome my social anxiety caused by my upbringing?,"['Emotional State', 'Past Self-Harm History', 'Age', 'Mental Health Status']",4
How do I keep calm?,"['Emotional State', 'Mental Health Status']",2
How can I manage being perceived as awkward and weird at work despite my efforts to overcome social anxiety?,"['Emotional State', 'Profession']",2
How can I get help or therapy for social anxiety without health insurance?,"['Emotional State', 'Age', 'Economic Status', 'Mental Health Status', 'Profession', 'Health Status']",6
Can anyone give me any advice on how to get a girlfriend while being a shy/socially awkward guy? And where should a shy guy such as myself go to meet girls?,"['Age', 'Profession', 'Marital Status', 'Emotional State', 'Education Level', 'Gender', 'Mental Health Status', 'Past Self-Harm History']",8
How can I begin making friends after a decade without any?,"['Age', 'Profession', 'Emotional State', 'Mental Health Status', 'Marital Status', 'Education Level', 'Economic Status']",7
How can I overcome my anxiety about calling back therapists and asking if they are still taking new patients?,['Emotional State'],1
How can I get rid of my social anxiety and become socially comfortable again?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level', 'Past Self-Harm History', 'Health Status']",7
"How can I start a conversation with my family members, especially my brother?","['Age', 'Marital Status', 'Gender', 'Education Level']",4
Is there any way to overcome my anxiety about sitting next to my crush in class?,['Emotional State'],1
Is it safe to use DMAE as a supplement for improving concentration and social anxiety?,"['Emotional State', 'Health Status', 'Education Level', 'Age', 'Mental Health Status', 'Profession', 'Economic Status']",7
What should I do after my benefits have been revoked?,"['Economic Status', 'Emotional State', 'Health Status', 'Age', 'Profession', 'Mental Health Status', 'Education Level', 'Marital Status', 'Past Self-Harm History']",9
How can I overcome my social anxiety and feel more confident in social situations?,"['Emotional State', 'Age', 'Profession', 'Mental Health Status']",4
How do you deal with mandatory participation grades at grad school?,"['Age', 'Education Level', 'Profession', 'Economic Status', 'Mental Health Status', 'Emotional State']",6
